event_id,target_shares_outstanding,target_adv20,target_dollar_adv20,target_market_cap,passive_control_percent,etf_ownership_percent,active_share,passive_pct,default_rule,non_election_default_rule,short_volume_ratio_20d_avg,announce_date,active_cash_election_rate,realized_cash_share,pct_elected_cash,spread,deal_spread,cash_election_value,stock_election_value,holder_model_source,holder_rolling_event_index,holder_fit_n,holder_fit_sse,holder_fit_loglike,holder_p_hat,holder_q_hat,holder_positive_share,holder_positive_share_of_active,holder_noisy_share,holder_noisy_cash_prob,holder_predicted_cash_demand_share,holder_predicted_stock_demand_share,holder_rational_action,holder_structural_status,holder_structural_block_reason
E000011_20090420_Pepsi_Bottling_Group_Inc_The__PepsiCo_Inc,211584000.0,2955050.0,74481363.9,6501976320.0,0.0427310193587416,0.0427310193587416,0.9572689806412584,0.0427310193587416,,"Shares for which no valid cash election is made (non-electing shares) are deemed to have made a 'non-election' and, subject to proration, are converted into the right to receive 0.6432 shares of PepsiCo common stock (i.e., default is stock, subject to proration that could convert a portion to cash to true-up the 50/50 split). Shares as to which appraisal rights are not perfected are deemed to have made a cash election.",,4/20/2009,0.0,0.011,1.1,4.430047999999999,5.77,36.5,32.069952,rolling_structural_fit,71,17,2.1298382638468207,-6.4660330171639115,0.3,0.0,0.0,0.0,0.9572689806412584,0.3,0.3085462038717483,0.6914537961282516,cash,ok,
E000012_20131023_Cole_Real_Estate_Investment_Inc__VEREIT_Inc,469400000.0,12223610.0,159035521.75,6548130000.0,0.1284207123348956,0.1284207123348956,0.8715792876651044,0.1284207123348956,stock,Shares for which no valid election is made ('non-electing shares') are converted into the right to receive the stock consideration.,,10/23/2013,0.0229468509440816,0.02,2.0,,-0.129999999999999,13.82,,rolling_structural_fit,135,33,4.287094553096518,-13.150149343450945,0.4,0.0,0.0,0.0,0.8715792876651044,0.4,,,,blocked,missing_inputs:stock_value
E000013_20070216_BBVA_USA_Bancshares_Inc__Banco_Bilbao_Vizcaya_Argentaria_SA,8757000.0,5354.2,1104588.1391640003,1853856900.0,0.0001194472993034,0.0001194472993034,0.9998805527006966,0.0001194472993034,,"Shares for which no valid election was made (non-electing shares) are treated as non-election shares and may be paid all in cash, all in BBVA shares, or part cash and part BBVA shares, depending on the remaining pool of BBVA shares and cash available after honoring valid cash and stock elections made by other stockholders, without regard to the non-electing holder's preference.",,2/16/2007,,,,0.2240000000000037,-139.88,71.82,71.59599999999999,rolling_structural_default,24,0,,,0.5,0.3,0.3,0.3000358384705995,0.6998805527006966,0.5,0.5,0.5,exit,ok,
E000014_20110616_Southern_Union_Co__Energy_Transfer_LP,124709000.0,2268435.0,70298642.65,4141585890.0,0.0511229921657618,0.0511229921657618,0.9488770078342382,0.0511229921657618,,"Shares for which no valid election form was received by the election deadline (""no election shares"") are deemed to have made an equity (common unit) election, subject to proration if equity elections exceed 50% cap.",,6/16/2011,0.5421550945694193,0.54,54.0,,11.04,44.25,,rolling_structural_fit,99,30,4.1451230758046735,-12.879182482323683,0.3,0.0,0.0,0.0,0.9488770078342382,0.3,,,,blocked,missing_inputs:stock_value
E000015_20171030_CalAtlantic_Group_Inc_old__Lennar_Corp,110205000.0,1666358.15,73844261.84300001,5407759350.0,0.1648634363232158,0.1648634363232158,0.8351365636767842,0.1648634363232158,,"Shares for which no valid cash election is made (i.e., non-electing shares) receive the stock consideration (Lennar Class A and Class B common stock) in full, not cash. Separately, MP CA Homes LLC (major CalAtlantic stockholder) agreed to be deemed to elect cash for the number of shares necessary to reach the maximum cash amount if other stockholders did not elect enough cash.",,10/30/2017,0.1495183988695755,0.2073,20.73,-1.0168000000000037,0.2068000000000012,48.26,49.2768,rolling_structural_fit,219,28,3.371592657523977,-10.094809026828896,0.3,0.1,0.1,0.11974089550065749,0.7351365636767843,0.3,0.30297268726464316,0.6970273127353568,stock,ok,
E000016_20110720_Nalco_Holding_Co__Ecolab_Inc,138725000.0,3574015.0,120840722.6,4976065750.0,0.0675670623896197,0.0675670623896197,0.9324329376103804,0.0675670623896197,mixed,"Shares for which no valid/timely election form is received are deemed non-election shares. If the 10-trading-day average VWAP of Ecolab common stock ending on the last full trading day before the effective time (the 'Closing Ecolab Stock Price') is greater than $55.39/share, non-election shares are deemed to have elected stock; if less than $55.39, deemed to have elected cash; if exactly $55.39, deemed to receive a mix of stock and cash as necessary to achieve the overall 70%/30% mix. Deemed-election shares are not subject to the same adjustment/reallocation provisions as affirmatively elected shares.",,7/20/2011,,,,2.857344999999995,2.9299999999999997,38.8,35.942655,rolling_structural_fit,101,30,4.1451230758046735,-12.879182482323683,0.3,0.0,0.0,0.0,0.9324329376103803,0.3,0.31351341247792397,0.686486587522076,cash,ok,
E000017_20211214_Terminix_Global_Holdings_Inc__Rentokil_Initial_PLC,121149000.0,1226941.0,50381780.2245,5348728350.0,0.1299793229824431,0.1299793229824431,0.8700206770175569,0.1299793229824431,stock,Any Terminix share not covered by a validly submitted election form (including a missed deadline or invalid election) is deemed to have made a Stock Election.,,12/14/2021,0.3655085544519568,0.318,31.8,,-33.15,11.0,,rolling_structural_fit,263,30,3.015348037389662,-8.18533021158145,0.2,0.1,0.1,0.11493979699747069,0.7700206770175569,0.2,,,,blocked,"missing_inputs:stock_value,cash_cap,stock_cap"
E000018_20080317_NYMEX_Holdings_Inc__CME_Group_Inc,92871000.0,2139845.0,204311494.4,7829025300.0,0.0026550699357172,0.0026550699357172,0.9973449300642828,0.0026550699357172,cash,"Shares for which no valid election was made (or an improperly completed/unsigned election form, or election not received by deadline) are deemed 'no election shares' and treated as cash election shares (i.e., default to cash), subject to proration.",,3/17/2008,0.291819731860996,0.2937,29.37,-70.81976237800001,22.51976237800001,36.0,106.819762378,rolling_structural_fit,59,14,1.693394825207177,-5.078885162090273,0.2,0.2,0.2,0.2005324276197095,0.7973449300642828,0.2,,,,blocked,"missing_inputs:cash_cap,stock_cap"
E000020_20230306_Energy_Harbor_Corp__Vistra_Corp,,,,,0.0,0.0,1.0,0.0,,,,3/6/2023,,,,,,,,rolling_structural_fit,272,32,2.8829811396798033,-6.994077048693992,0.1,0.2,0.2,0.2,0.8,0.1,,,,blocked,"missing_inputs:cash_value,stock_value,entry_target_price,cash_cap,stock_cap"
E000021_20080612_Applied_Biosystems_Inc__Life_Technologies_Corp,,,,,0.0,0.0,1.0,0.0,mixed,"Shares for which no valid election is made (or election not timely received) are deemed to have elected 'mixed consideration' ($17.10 cash + 0.4543 Invitrogen shares per share), i.e., treated as non-electing shares converted into mixed consideration.",,6/12/2008,,,,23.584555,,38.0,14.415444999999998,rolling_structural_fit,64,15,1.9210918700043518,-5.870404290016957,0.3,0.1,0.1,0.1,0.9,0.3,,,,blocked,missing_inputs:entry_target_price
E000022_20140713_URS_Corp__AECOM,68965000.0,983495.3,48465134.65550001,3587559300.0,0.1114882405568041,0.1114882405568041,0.8885117594431959,0.1114882405568041,mixed,"Shares for which no valid election is made by the election deadline are treated as 'non-election shares' and receive merger consideration in whatever form or mix (cash, stock, or a combination) remains after giving effect to the preferences of stockholders who did make elections, at a value approximately equivalent to that received by electing holders.",,7/13/2014,,,,9.68816,-19.020000000000003,33.0,23.31184,rolling_structural_fit,147,30,4.203293434785736,-13.088220808351458,0.4,0.0,0.0,0.0,0.8885117594431959,0.4,0.41114882405568043,0.5888511759443196,exit,ok,
E000023_20070501_Dow_Jones___Co_Inc__TFCF_Corp,63685000.0,3084237.3,155175588.43899998,3579097000.0,0.0030598885137787,0.0030598885137787,0.9969401114862212,0.0030598885137787,cash,"If a holder does not submit a properly completed and signed election form by the election deadline, or submits a form indicating no election, that holder's shares are converted into the cash consideration ($60.00/share); non-electing shares are not eligible for the unit consideration.",,5/1/2007,,,,,3.799999999999997,60.0,,rolling_structural_default,27,0,,,0.5,0.3,0.3,0.3009207840506739,0.6969401114862213,0.5,,,,blocked,missing_inputs:stock_value
E000024_20161117_Western_Refining_Inc__Andeavor,108425000.0,4032372.55,126695440.6585,4071358749.999999,0.0946091596956421,0.0946091596956421,0.905390840304358,0.0946091596956421,stock,"Holders who made no election, an untimely election, or were otherwise deemed not to have submitted an effective form of election (including after revocation without a new valid election) were deemed to have elected stock consideration.",,11/17/2016,,,,,-0.25,37.3,,rolling_structural_fit,204,27,3.2645083053031567,-9.789516308342307,0.3,0.1,0.1,0.11044953797675247,0.8053908403043579,0.3,,,,blocked,missing_inputs:stock_value
E000025_20061006_Global_Signal_Inc__Crown_Castle_Inc,70219000.0,218720.0,11463744.75,3787612860.0,3.1971403751121494e-05,3.1971403751121494e-05,0.9999680285962488,3.1971403751121494e-05,,Shares for which no valid election was made by the election deadline were deemed to have elected all-stock consideration (1.61 CCI shares per GSL share); such shares were not counted toward the cash cap/proration pool.,,10/6/2006,0.9730151229574764,0.973,97.3,2.658999999999999,2.010000000000005,55.95,53.291,rolling_structural_default,7,0,,,0.5,0.3,0.3,0.3000095917277863,0.6999680285962488,0.5,0.65,0.35000000000000003,cash,ok,
E000026_20180502_MTGE_Investment_Corp__Annaly_Capital_Management_Inc,45798000.0,282166.5,5054016.359999999,822074100.0,0.186909603039434,0.186909603039434,0.8130903969605661,0.186909603039434,mixed,"MTGE stockholders who tender/validly hold shares but do not make a valid election (or hold shares as nominees without instructions) will be deemed to have elected, and will receive, the Mixed Consideration ($9.82 cash + 0.9519 Annaly shares per share), subject to proration mechanics.",,5/2/2018,0.0790135988820426,0.1577,15.77,9.864468,1.6999999999999993,19.65,9.785532,rolling_structural_fit,226,28,3.063092469510719,-8.751366019566738,0.2,0.1,0.1,0.12298755510311345,0.7130903969605661,0.2,0.3360728809118302,0.6639271190881698,cash,ok,
E000027_20150122_City_National_Corp_CA__Royal_Bank_of_Canada,55115000.0,940823.25,81253907.5735,4887598200.0,0.1260892504762768,0.1260892504762768,0.8739107495237232,0.1260892504762768,,"Shares with no valid election are 'no election shares' and are allocated to the undersubscribed form of consideration first, before electing shares of the oversubscribed form are switched; electing shares have priority over non-election shares in proration.",,1/22/2015,,,,-26.72,31.83999999999999,93.8,120.52,rolling_structural_fit,158,28,3.9508673692032206,-12.31450777454101,0.4,0.0,0.0,0.0,0.8739107495237232,0.4,0.41260892504762775,0.5873910749523723,stock,ok,
E000028_20190402_AmeriGas_Partners_LP__UGI_Corp,92987000.0,710867.6,23050829.187,3198752800.0,0.0214215427963048,0.0214215427963048,0.9785784572036952,0.0214215427963048,mixed,"Common units for which no valid election was made (non-election units) receive such merger consideration as determined in accordance with the proration provisions of the merger agreement (i.e., allocated among share/cash/mixed consideration per proration formula, not a fixed default of pure cash or pure stock).",,4/2/2019,,,,2.593104000000004,0.9250000000000044,35.325,32.731896,rolling_structural_fit,235,30,3.0719055767502152,-8.384666442379151,0.2,0.1,0.1,0.10218904704457907,0.8785784572036952,0.2,0.2864264628388915,0.7135735371611086,cash,ok,
E000029_20120827_Hudson_City_Bancorp_Inc__M_T_Bank_Corp,528133000.0,7944304.25,55508795.10349999,3934590850.0,0.0597345379478275,0.0597345379478275,0.9402654620521724,0.0597345379478275,,"Shares for which no valid election is made (non-election shares) are converted to the undersubscribed form of consideration first (cash or stock, whichever is undersubscribed), before electing shares of the oversubscribed form are switched pursuant to proration. Non-election shares generally receive lower priority than validly electing shares in proration scenarios.",,8/27/2012,,,,-7.463544599999999,0.0975745999999988,0.08403,7.547574599999999,rolling_structural_fit,115,34,4.677481841868535,-14.522699461901956,0.3,0.0,0.0,0.0,0.9402654620521725,0.3,0.3119469075895655,0.6880530924104346,stock,ok,
E000030_20180906_LaSalle_Hotel_Properties__Pebblebrook_Hotel_Trust,110398000.0,1601823.0,55555034.6085,3823082740.000001,0.2853896447399409,0.2853896447399409,0.7146103552600591,0.2853896447399409,stock,"Shares with no valid election, revoked elections without new election, or election expressing no preference are deemed to have elected the common share (stock) consideration.",,9/6/2018,1.0,0.77,77.0,3.529999999999994,3.1699999999999946,37.8,34.27,rolling_structural_fit,229,29,2.8087454419102924,-7.298127792755677,0.2,0.1,0.1,0.13993639927539012,0.6146103552600591,0.2,0.22292207105201184,0.7770779289479882,cash,ok,
E000031_20180129_KapStone_Paper_and_Packaging_Corp__Westrock_Co,96957000.0,2331186.45,73360006.55700001,3365377470.0,0.2200737027754571,0.2200737027754571,0.7799262972245429,0.2200737027754571,,Shares with no valid stock election ('No Election Shares') are converted into the right to receive the Cash Consideration ($35.00/share); in no event does a non-electing holder receive stock consideration.,,1/29/2018,1.0,0.968,96.8,0.9249790000000004,0.2899999999999991,35.0,34.075021,rolling_structural_fit,223,27,2.7826486941712094,-7.633486469700073,0.3,0.0,0.0,0.0,0.7799262972245429,0.3,0.34401474055509146,0.6559852594449086,cash,ok,
E000032_20170307_TerraForm_Power_Inc__Brookfield_Corp,91101000.0,827072.45,9616490.199,1094123010.0,0.0933581030943677,0.0933581030943677,0.9066418969056322,0.0933581030943677,,"If a holder does not make a valid election (or submits an election form indicating no election) by the election deadline: (i) if the number of shares electing cash exceeds the maximum cash consideration shares, the non-electing holder is deemed to have made a stock election; (ii) if the number of shares electing stock exceeds the maximum stock consideration shares, the non-electing holder is deemed to have made a cash election.",,3/7/2017,,,,,-2.49,9.52,,rolling_structural_fit,207,27,3.2645083053031567,-9.789516308342307,0.3,0.1,0.1,0.11029713091938492,0.8066418969056323,0.3,,,,blocked,missing_inputs:stock_value
E000033_20250515_Foot_Locker_Inc__Dick_s_Sporting_Goods_Inc,,,,,0.0,0.0,1.0,0.0,cash,Shares for which no valid election was made ('non-election shares') were converted into the right to receive the cash consideration ($24.00 per share).,,5/15/2025,0.012,0.012,1.2,,,24.0,,rolling_structural_fit,283,34,2.9908214676249587,-7.022958554295322,0.2,0.1,0.1,0.1,0.9,0.2,,,,blocked,"missing_inputs:stock_value,entry_target_price,cash_cap,stock_cap"
E000034_20070219_Florida_Rock_Industries_Inc__Vulcan_Materials_Co,65810000.0,730167.75,34806444.572500005,3090437600.0,0.000525345692144,0.000525345692144,0.999474654307856,0.000525345692144,,"Shares as to which the holder has not made a valid election by the election deadline (including revoked elections) are deemed 'non-electing shares' and are allocated cash and/or stock consistent with the proration procedures based on other shareholders' elections (i.e., non-electing shareholders bear the residual allocation risk and typically receive whichever consideration type has the lower value at the time).",,2/19/2007,0.8571876469916342,0.857,85.7,-3.4403000000000077,23.480300000000007,67.0,70.44030000000001,rolling_structural_default,25,0,,,0.5,0.3,0.3,0.3001576865475917,0.699474654307856,0.5,0.35000000000000003,0.65,stock,ok,
E000036_20260224_Thermon_Group_Holdings_Inc__CECO_Environmental_Corp,,,,,0.0,0.0,1.0,0.0,mixed,"Shares for which no valid election is made (or election is revoked and not resubmitted) prior to the election deadline are treated as 'no election shares' and receive the mixed consideration (0.6840 CECO shares + $10.00 cash per share), which is not subject to proration.",,2/24/2026,,,,,,63.89,,rolling_structural_fit,291,32,2.9812594447296417,-7.524546350929647,0.2,0.1,0.1,0.1,0.9,0.2,,,,blocked,"missing_inputs:stock_value,entry_target_price"
E000037_20090420_PepsiAmericas_Inc__PepsiCo_Inc,124900000.0,722075.0,15003077.0,3127496000.0,0.0230234027221777,0.0230234027221777,0.9769765972778224,0.0230234027221777,,"Shares for which no valid cash election is made are deemed 'non-election' shares and default to receiving PepsiCo stock (0.5022 shares per PAS share), subject to proration. Shares as to which appraisal rights are lost/withdrawn are deemed to have made a cash election.",,4/20/2009,0.0219946912738591,0.033,3.3,3.4603080000000013,3.460000000000001,28.5,25.039692,rolling_structural_fit,72,18,2.218372007285309,-6.698510147949269,0.3,0.0,0.0,0.0,0.9769765972778223,0.3,0.30460468054443557,0.6953953194555644,cash,ok,
E000038_20100415_Mariner_Energy_Inc__Apache_Corp,101780000.0,4728040.0,107763167.05,2613710400.0,0.0581409608960503,0.0581409608960503,0.9418590391039496,0.0581409608960503,mixed,"Shares for which a Mariner stockholder fails to make a valid election (or election form not received by deadline / improperly completed) are treated as 'non-election shares' and receive the Mixed Consideration: $7.80 cash + 0.17043 Apache shares per share, not subject to proration.",,4/15/2010,,,,0.0290551000000007,0.3200000000000003,26.0,25.9709449,rolling_structural_fit,81,22,3.0060876669314105,-9.322214747329626,0.3,0.0,0.0,0.0,0.9418590391039497,0.3,0.31162819217921006,0.68837180782079,cash,ok,
E000039_20070604_Solectron_Corp__Flex_Ltd,909213000.0,10841367.7,39836594.86749999,3527746440.0,0.0006406683582394,0.0006406683582394,0.9993593316417606,0.0006406683582394,,"Non-electing shares receive cash if stock elections exceed 70% cap; receive stock if cash elections exceed 50% cap; if neither cap is exceeded, non-electing shares first fill the cash bucket up to 50% of outstanding shares, then remaining non-electing shares receive stock.",,6/4/2007,0.0887365164992217,0.089,8.9,-0.0912999999999994,0.1012999999999997,3.89,3.9813,rolling_structural_default,31,0,,,0.5,0.3,0.3,0.3001923237231958,0.6993593316417606,0.5,0.35000000000000003,0.65,stock,ok,
E000040_20170504_Capital_Bank_Financial_Corp__First_Horizon_Corp,35213000.0,438604.0,18021150.39875,1401477400.0,0.1038661732882742,0.1038661732882742,0.8961338267117258,0.1038661732882742,,"Shares for which no valid election is made become 'non-election shares' and are converted to the undersubscribed form of merger consideration (cash or stock) first, ahead of prorating electing shares of the oversubscribed form.",,5/4/2017,,,,-177.29999999999998,0.4476640000000031,7.9,185.2,rolling_structural_fit,212,27,3.2967722160291792,-9.922284997038462,0.3,0.1,0.1,0.1115904756847982,0.7961338267117258,0.3,0.29077323465765487,0.7092267653423451,stock,ok,
E000041_20181009_Antero_Midstream_Partners_LP__Antero_Midstream_Corp,187045000.0,651270.0,20035991.7285,6346436850.0,0.0495713972573444,0.0495713972573444,0.9504286027426556,0.0495713972573444,mixed,AM unitholders (public) who do not make a valid election by the election deadline are deemed non-electing holders and are deemed to have elected the Public Mixed Consideration ($3.415 cash + 1.6350 shares of New AM common stock per unit).,,10/9/2018,0.2053960716333632,0.22,22.0,-52.06055,21.54555,3.415,55.47555,rolling_structural_fit,230,29,3.107644764206134,-8.764472294890652,0.2,0.1,0.1,0.10521568870237029,0.8504286027426556,0.2,0.19487141917720333,0.8051285808227967,stock,ok,
E000042_20140113_Foster_Wheeler_AG__Amec_Foster_Wheeler_Ltd,99051000.0,1182906.45,37421848.67775001,3083457630.0,0.0604389254020656,0.0604389254020656,0.9395610745979344,0.0604389254020656,mixed,"Holders failing to make a valid election ('no election shares') receive the residual mix of cash and share consideration remaining after giving effect to proration preferences of electing holders (in proportion to respective total cash available and total share elections available, reduced by the acceptance fraction).",,1/13/2014,0.965323662101573,0.9372,93.72,-12.010774,-3.1192259999999976,16.0,28.010774,rolling_structural_fit,137,31,4.030335095134715,-12.36496046104434,0.4,0.0,0.0,0.0,0.9395610745979344,0.4,,,,blocked,"missing_inputs:cash_cap,stock_cap"
E000043_20181109_Finisar_Corp__Coherent_Corp,117354000.0,2911570.55,55532278.735,2557143660.0,0.2671276394498696,0.2671276394498696,0.7328723605501304,0.2671276394498696,mixed,"Shares for which no valid election is made (or an untimely/ineffective election) are deemed to have elected mixed election consideration ($15.60 cash + 0.2218 shares, subject to proration).",,11/9/2018,,,,-46.81898000000001,51.02898000000001,26.0,72.81898000000001,rolling_structural_fit,232,29,2.9323573601826327,-7.922624488467967,0.2,0.1,0.1,0.13644940835936975,0.6328723605501304,0.2,0.3937021115598957,0.6062978884401043,stock,ok,
E000044_20060905_Veritas_DGC_Inc__Viridien,35820000.0,1196415.0,72990209.25,2509907399.9999995,0.0,0.0,1.0,0.0,,"Shares for which no valid election form is received by the election deadline become 'No Election Shares.' No Election Shares are treated per the proration formula: if cash oversubscribed, they receive stock consideration; if cash undersubscribed, some No Election Shares may be selected pro rata to receive cash ('Cash Designated Shares'); otherwise they receive stock. Dissenting shares that lose appraisal rights are also treated as non-electing/no election shares.",,9/5/2006,,,,,4.930000000000007,75.0,,rolling_structural_default,3,0,,,0.5,0.3,0.3,0.3,0.7,0.5,,,,blocked,missing_inputs:stock_value
